timestamp,estimated_lat,estimated_lon,gt_lat,gt_lon,error_meters,matches,method
1398.80748672,,,13.026786858517307,77.5633494114399,,0,no_matches
1399.242926816,13.018314607443738,77.56384743112503,13.026786865086896,77.56334938195269,943.6159467093723,39,orb
1399.663896512,,,13.026786872959876,77.56334929985881,,0,no_matches
1400.113035168,,,13.02678691268538,77.56334924015925,,0,no_matches
1400.536501024,,,13.026787022019427,77.56334918316043,,0,no_matches
