timestamp,estimated_lat,estimated_lon,gt_lat,gt_lon,error_meters,inliers,status
1398.80748672,13.030225064970914,77.57247125785258,13.026786858517307,77.5633494114399,1059.569231318959,11,success
1399.242926816,13.030225064970914,77.57247125785258,13.026786865086896,77.56334938195269,1059.5719469667254,17,success
1399.663896512,13.030225064970914,77.57247125785258,13.026786872959876,77.56334929985881,1059.5799254400638,10,success
1400.113035168,13.030225064970914,77.57247125785258,13.02678691268538,77.56334924015925,1059.5843633295397,7,success
1400.536501024,13.030225064970914,77.57247125785258,13.026787022019427,77.56334918316043,1059.5857356404986,13,success
